# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Feb 25 20:07:02 2019
#
# User preference: *
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
#
pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,ra_str,ra,dec_str,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_disc
15.65562652,0.00003161,-0.00003161,0,19h03m38.76s,285.911509,+41d04m10.0s,41.069443,,,,,,,,,2.840,0.150,-0.320,0,2016
3.23469960,0.00000040,-0.00000040,0,19h47m20.94s,296.837254,+48d14m23.9s,48.239964,0.66800,0.03800,-0.03500,0,212.31044,12.07754,-11.12405,0,14.617,0.202,-0.370,0,2009
7.13340000,0.00010000,-0.00010000,0,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,0.01318,0.00176,-0.00164,0,4.19000,0.56000,-0.52000,0,1.710,0.130,-0.130,0,2012
8.91870000,0.00020000,-0.00020000,0,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,0.01211,0.00255,-0.00255,0,3.85000,0.81000,-0.81000,0,1.900,0.150,-0.150,0,2012
11.89810000,0.00020000,-0.00020000,0,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,0.01309,0.00264,-0.00236,0,4.16000,0.84000,-0.75000,0,1.990,0.160,-0.160,0,2012
23.67517607,0.00005668,-0.00005668,0,18h55m19.93s,283.833059,+41d58m43.1s,41.978649,,,,,,,,,2.900,0.210,-0.390,0,2016
5.37886844,0.00000727,-0.00000727,0,18h48m01.11s,282.004612,+42d10m35.5s,42.176533,,,,,,,,,1.900,0.270,-0.180,0,2016
15.28469497,0.00006919,-0.00006919,0,19h44m07.68s,296.031983,+42d08m31.0s,42.141949,,,,,,,,,2.090,0.650,-0.320,0,2016
21.05358596,0.00008943,-0.00008943,0,19h37m07.44s,294.280982,+42d17m27.5s,42.290970,,,,,,,,,2.650,0.590,-0.260,0,2016
127.90757740,0.00049990,-0.00049990,0,19h37m07.44s,294.280982,+42d17m27.5s,42.290970,,,,,,,,,6.500,1.480,-0.620,0,2016
6.21712920,0.00004234,-0.00004234,0,19h37m07.44s,294.280982,+42d17m27.5s,42.290970,,,,,,,,,1.320,0.250,-0.130,0,2016
25.85501786,0.00009434,-0.00009434,0,19h29m15.84s,292.316017,+42d37m34.5s,42.626255,,,,,,,,,2.590,0.490,-0.270,0,2016
3.38353807,0.00000511,-0.00000511,0,19h09m10.90s,287.295436,+43d16m47.5s,43.279873,,,,,,,,,1.440,0.170,-0.090,0,2016
2.35895152,0.00000837,-0.00000837,0,19h09m10.90s,287.295436,+43d16m47.5s,43.279873,,,,,,,,,0.860,0.110,-0.060,0,2016
24.31575992,0.00007998,-0.00007998,0,19h29m42.57s,292.427378,+44d22m52.6s,44.381268,,,,,,,,,3.310,1.270,-0.510,0,2016
0.63816320,0.00000168,-0.00000168,0,19h24m13.73s,291.057206,+44d37m56.6s,44.632381,,,,,,,,,0.870,0.060,-0.070,0,2016
6.41251504,0.00000542,-0.00000542,0,19h35m31.90s,293.882931,+44d38m17.1s,44.638096,,,,,,,,,3.640,0.720,-0.440,0,2016
6.52121067,0.00000864,-0.00000864,0,19h28m52.88s,292.220313,+44d42m00.1s,44.700031,,,,,,,,,3.350,1.070,-0.440,0,2016
59.87756000,0.00020000,-0.00020000,0,19h41m13.08s,295.304508,+42d28m31.0s,42.475290,,,,,,,,,2.150,0.130,-0.130,0,2013
6.99692655,0.00000559,-0.00000559,0,19h32m41.12s,293.171343,+45d03m56.2s,45.065605,,,,,,,,,4.190,1.160,-0.450,0,2016
151.86392000,0.00111800,-0.00111800,0,19h32m41.12s,293.171343,+45d03m56.2s,45.065605,,,,,,,,,3.300,0.840,-0.370,0,2016
2.43703330,0.00000503,-0.00000503,0,19h04m01.19s,286.004962,+45d28m49.4s,45.480392,,,,,,,,,1.650,0.510,-0.150,0,2016
3.72215641,0.00000376,-0.00000376,0,19h25m25.11s,291.354639,+45d44m52.4s,45.747898,,,,,,,,,2.840,0.660,-0.270,0,2016
15.77979614,0.00004258,-0.00004258,0,18h51m08.84s,282.786824,+46d14m42.0s,46.244992,,,,,,,,,2.290,0.400,-0.170,0,2016
14.03491514,0.00002597,-0.00002597,0,19h53m32.36s,298.384823,+46d16m33.8s,46.276043,,,,,,,,,2.390,0.200,-0.170,0,2016
10.35584657,0.00001854,-0.00001854,0,18h49m48.14s,282.450603,+46d19m17.1s,46.321404,,,,,,,,,1.740,0.090,-0.100,0,2016
9.99761851,0.00002138,-0.00002138,0,19h39m57.39s,294.989131,+46d50m18.0s,46.838329,,,,,,,,,2.430,0.330,-0.200,0,2016
90.41135560,0.00045220,-0.00045220,0,19h39m57.39s,294.989131,+46d50m18.0s,46.838329,,,,,,,,,3.410,0.570,-0.300,0,2016
1.68269615,0.00000111,-0.00000111,0,18h54m57.77s,283.740710,+47d30m58.7s,47.516293,,,,,,,,,1.320,0.070,-0.070,0,2016
3.59576964,0.00000882,-0.00000882,0,19h04m59.96s,286.249817,+48d03m39.4s,48.060940,,,,,,,,,2.600,0.780,-0.410,0,2016
5.40427220,0.00000555,-0.00000555,0,19h23m23.77s,290.849058,+48d24m57.7s,48.416016,,,,,,,,,3.160,0.650,-0.310,0,2016
1.20846503,0.00000167,-0.00000167,0,19h23m23.77s,290.849058,+48d24m57.7s,48.416016,,,,,,,,,1.690,0.390,-0.170,0,2016
5.71493200,0.00000900,-0.00000900,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.03000,,,1,9.00000,,,1,1.310,0.040,-0.040,0,2013
12.44170000,0.00010000,-0.00010000,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.01300,,,1,4.00000,,,1,0.540,0.030,-0.030,0,2013
18.16406000,0.00002000,-0.00002000,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.04400,,,1,14.00000,,,1,1.950,0.070,-0.070,0,2013
122.38740000,0.00080000,-0.00080000,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.11300,,,1,36.00000,,,1,1.610,0.050,-0.050,0,2013
267.29100000,0.00500000,-0.00500000,0,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.11000,,,1,35.00000,,,1,1.410,0.070,-0.070,0,2013
12.91375431,0.00004951,-0.00004951,0,19h24m38.25s,291.159391,+51d20m05.5s,51.334866,,,,,,,,,3.320,1.220,-0.700,0,2016
2.62811375,0.00000177,-0.00000177,0,19h23m42.55s,290.927286,+39d54m50.9s,39.914145,,,,,,,,,2.300,0.070,-0.190,0,2016
14.28226676,0.00002663,-0.00002663,0,18h57m54.83s,284.478472,+40d55m59.2s,40.933110,,,,,,,,,2.130,0.280,-0.160,0,2016
9.07097734,0.00001283,-0.00001283,0,19h47m56.81s,296.986721,+47d28m38.6s,47.477390,,,,,,,,,3.010,0.340,-0.210,0,2016
14.58649607,0.00002876,-0.00002876,0,19h40m46.41s,295.193389,+39d32m22.8s,39.539677,,,,,,,,,2.310,0.330,-0.240,0,2016
7.75192492,0.00001063,-0.00001063,0,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,,,,,,,,,1.990,0.060,-0.050,0,2016
4.16536510,0.00001304,-0.00001304,0,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,,,,,,,,,1.050,0.050,-0.030,0,2016
14.48585199,0.00002363,-0.00002363,0,19h14m47.68s,288.698651,+39d42m29.8s,39.708288,,,,,,,,,2.290,0.280,-0.200,0,2016
40.69944430,0.00017830,-0.00017830,0,19h28m25.03s,292.104279,+39d46m04.5s,39.767914,,,,,,,,,3.730,1.600,-0.820,0,2016
15.45805670,0.00000295,-0.00000295,0,19h21m47.82s,290.449257,+39d51m17.3s,39.854802,,,,,,,,,8.400,1.630,-1.410,0,2016
7.23858540,0.00001180,-0.00001180,0,19h17m40.28s,289.417832,+39d56m42.0s,39.945013,,,,,,,,,1.380,0.060,-0.040,0,2016
9.43415050,0.00000100,-0.00000100,0,19h16m54.28s,289.226179,+49d32m53.5s,49.548203,0.37800,,,1,120.00000,,,1,6.110,0.200,-0.200,0,2013
161.47439370,0.00090110,-0.00090110,0,19h33m42.49s,293.427043,+39d56m32.8s,39.942437,,,,,,,,,3.180,0.340,-0.340,0,2016
17.97979059,0.00003770,-0.00003770,0,19h47m32.58s,296.885757,+40d13m41.6s,40.228233,,,,,,,,,2.900,0.320,-0.230,0,2016
30.99660733,0.00004756,-0.00004756,0,19h49m00.63s,297.252613,+40d17m19.0s,40.288605,,,,,,,,,2.210,0.330,-0.080,0,2016
8.50340718,0.00002680,-0.00002680,0,19h40m52.18s,295.217437,+40d35m32.1s,40.592251,,,,,,,,,1.630,0.310,-0.210,0,2016
5.16950177,0.00001029,-0.00001029,0,19h24m46.82s,291.195065,+40d42m09.7s,40.702706,,,,,,,,,1.890,0.300,-0.250,0,2016
23.44971004,0.00007672,-0.00007672,0,19h19m05.58s,289.773247,+40d48m02.6s,40.800724,,,,,,,,,2.640,0.360,-0.270,0,2016
16.08066115,0.00000560,-0.00000560,0,19h34m22.05s,293.591889,+41d05m42.6s,41.095161,,,,,,,,,4.450,0.140,-0.130,0,2016
23.20584623,0.00005368,-0.00005368,0,19h29m40.14s,292.417233,+41d25m00.8s,41.416882,,,,,,,,,4.750,0.510,-0.560,0,2016
6.07972888,0.00001513,-0.00001513,0,18h59m40.66s,284.919429,+41d37m01.9s,41.617195,,,,,,,,,1.830,0.560,-0.310,0,2016
10.21420496,0.00002131,-0.00002131,0,19h28m44.85s,292.186888,+41d43m37.3s,41.727039,,,,,,,,,2.380,0.550,-0.340,0,2016
22.24813967,0.00003515,-0.00003515,0,19h44m07.73s,296.032191,+42d07m54.0s,42.131680,,,,,,,,,2.560,0.080,-0.220,0,2016
9.48961571,0.00002398,-0.00002398,0,19h27m17.64s,291.823482,+42d30m58.4s,42.516216,,,,,,,,,1.850,0.310,-0.250,0,2016
4.41745855,0.00000660,-0.00000660,0,19h35m20.29s,293.834559,+42d37m29.9s,42.624962,,,,,,,,,2.900,1.300,-0.560,0,2016
16.33889626,0.00001826,-0.00001826,0,19h21m18.56s,290.327325,+42d53m53.8s,42.898281,,,,,,,,,10.160,0.350,-0.270,0,2016
3.17391710,0.00000423,-0.00000423,0,19h41m54.18s,295.475743,+43d29m35.3s,43.493137,,,,,,,,,3.150,1.160,-0.610,0,2016
3.27582262,0.00000477,-0.00000477,0,19h21m17.46s,290.322766,+44d02m08.9s,44.035809,,,,,,,,,2.100,0.630,-0.280,0,2016
15.87364565,0.00004300,-0.00004300,0,19h21m53.12s,290.471339,+44d23m13.5s,44.387085,,,,,,,,,1.990,0.370,-0.190,0,2016
16.22546490,0.00015560,-0.00015560,0,18h59m09.19s,284.788295,+44d35m30.0s,44.591675,,,,,,,,,1.170,0.140,-0.110,0,2016
17.42117490,0.00002066,-0.00002066,0,18h55m35.92s,283.899655,+45d01m00.8s,45.016888,,,,,,,,,3.220,0.120,-0.240,0,2016
29.90722674,0.00005373,-0.00005373,0,19h02m37.42s,285.655936,+45d04m46.4s,45.079556,,,,,,,,,2.260,0.140,-0.120,0,2016
2.15491000,0.00000500,-0.00000500,0,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,,,,,,,,,1.420,0.030,-0.030,0,2012
5.85994400,0.00000300,-0.00000300,0,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,,,,,,,,,2.580,0.060,-0.060,0,2012
8.13123000,0.00002000,-0.00002000,0,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,,,,,,,,,1.520,0.040,-0.040,0,2012
3.03214559,0.00000331,-0.00000331,0,19h16m00.21s,289.000875,+45d09m15.4s,45.154270,,,,,,,,,2.960,0.510,-0.450,0,2016
21.38521506,0.00003880,-0.00003880,0,19h09m19.87s,287.332790,+46d12m12.6s,46.203500,,,,,,,,,2.370,0.220,-0.140,0,2016
4.18200253,0.00000172,-0.00000172,0,19h12m01.95s,288.008110,+46d28m24.8s,46.473557,,,,,,,,,2.490,0.060,-0.050,0,2016
14.70748976,0.00003759,-0.00003759,0,18h48m51.10s,282.212930,+46d43m04.1s,46.717819,,,,,,,,,1.950,0.290,-0.260,0,2016
0.90037648,0.00000363,-0.00000363,0,18h48m51.10s,282.212930,+46d43m04.1s,46.717819,,,,,,,,,0.780,0.130,-0.120,0,2016
13.72465129,0.00005006,-0.00005006,0,19h48m16.42s,297.068412,+46d50m03.4s,46.834278,,,,,,,,,2.070,0.370,-0.260,0,2016
46.40633580,0.00016510,-0.00016510,0,19h49m02.18s,297.259092,+46d50m35.5s,46.843193,,,,,,,,,2.710,0.410,-0.270,0,2016
1.26025909,0.00000066,-0.00000066,0,19h13m18.70s,288.327899,+47d22m53.7s,47.381592,,,,,,,,,3.120,0.210,-0.340,0,2016
24.54350418,0.00006435,-0.00006435,0,19h24m47.35s,291.197299,+47d18m28.1s,47.307800,,,,,,,,,3.520,0.690,-0.320,0,2016
1.28707676,0.00000119,-0.00000119,0,18h51m56.11s,282.983790,+47d34m42.9s,47.578590,,,,,,,,,1.630,0.060,-0.060,0,2016
17.67179600,0.00005558,-0.00005558,0,19h10m25.97s,287.608202,+47d30m34.9s,47.509686,,,,,,,,,2.500,0.330,-0.230,0,2016
17.81581500,0.00007500,-0.00007500,0,19h35m55.58s,293.981569,+46d41m15.9s,46.687748,,,,,,,,,2.800,0.160,-0.160,0,2013
9.27358194,0.00001178,-0.00001178,0,19h12m33.18s,288.138262,+47d43m28.0s,47.724453,,,,,,,,,2.570,0.110,-0.170,0,2016
6.02930132,0.00000536,-0.00000536,0,18h54m50.61s,283.710881,+47d51m47.8s,47.863270,,,,,,,,,3.070,0.120,-0.210,0,2016
21.67697486,0.00006711,-0.00006711,0,19h21m51.63s,290.465134,+47d55m45.0s,47.929180,,,,,,,,,2.180,0.110,-0.120,0,2016
4.99678284,0.00001448,-0.00001448,0,19h51m13.98s,297.808262,+47d56m48.0s,47.946671,,,,,,,,,2.600,0.200,-0.160,0,2016
2.52559332,0.00000367,-0.00000367,0,19h15m01.17s,288.754887,+48d13m34.3s,48.226200,,,,,,,,,2.660,0.680,-0.250,0,2016
16.01310205,0.00004308,-0.00004308,0,19h48m06.15s,297.025630,+48d28m42.9s,48.478596,,,,,,,,,2.600,0.150,-0.150,0,2016
4.49876092,0.00001769,-0.00001769,0,19h53m49.64s,298.456840,+48d47m29.7s,48.791592,,,,,,,,,2.400,0.580,-0.280,0,2016
41.43962808,0.00008183,-0.00008183,0,19h42m13.21s,295.555049,+49d01m02.4s,49.017342,,,,,,,,,4.730,0.390,-0.280,0,2016
8.35390639,0.00001695,-0.00001695,0,19h01m59.82s,285.499250,+49d16m38.5s,49.277348,,,,,,,,,2.700,0.230,-0.180,0,2016
4.12554687,0.00000310,-0.00000310,0,19h27m44.68s,291.936173,+49d15m14.3s,49.253986,,,,,,,,,4.830,1.280,-0.550,0,2016
15.72590000,0.00011000,-0.00011000,0,19h36m36.80s,294.153336,+46d09m59.2s,46.166438,,,,,,,,,2.940,0.160,-0.160,0,2013
2.81650485,0.00000015,-0.00000015,0,19h48m03.71s,297.015468,+49d13m31.1s,49.225292,,,,,,,,,13.180,2.940,-1.210,0,2016
4.28095859,0.00000648,-0.00000648,0,19h37m03.79s,294.265808,+49d18m50.7s,49.314091,,,,,,,,,2.690,0.490,-0.200,0,2016
38.37746230,0.00015550,-0.00015550,0,19h26m53.28s,291.722008,+49d28m51.2s,49.480877,,,,,,,,,2.500,0.320,-0.180,0,2016
3.72873109,0.00000093,-0.00000093,0,19h23m08.58s,290.785759,+50d03m14.8s,50.054119,,,,,,,,,6.540,0.530,-0.480,0,2016
2.24338185,0.00000272,-0.00000272,0,19h00m42.29s,285.176211,+50d08m59.3s,50.149818,,,,,,,,,1.690,0.100,-0.070,0,2016
2.33743801,0.00000207,-0.00000207,0,19h35m20.00s,293.833326,+50d13m49.3s,50.230354,,,,,,,,,2.440,0.240,-0.160,0,2016
11.59822172,0.00001399,-0.00001399,0,19h44m53.27s,296.221970,+50d17m14.1s,50.287237,,,,,,,,,3.040,0.140,-0.340,0,2016
6.57531678,0.00000369,-0.00000369,0,19h20m23.54s,290.098067,+50d19m17.8s,50.321609,,,,,,,,,5.380,1.170,-0.420,0,2016
7.27503724,0.00000427,-0.00000427,0,19h41m49.27s,295.455293,+50d29m40.4s,50.494560,,,,,,,,,5.140,0.660,-0.350,0,2016
12.39358604,0.00003829,-0.00003829,0,19h44m05.12s,296.021342,+50d34m04.0s,50.567783,,,,,,,,,3.010,0.320,-0.390,0,2016
5.39876000,0.00000400,-0.00000400,0,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,0.02000,0.01000,-0.01000,0,6.35660,3.17830,-3.17830,0,2.354,0.673,-0.673,0,2013
9.60504000,,,0,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,0.02265,,,1,7.20000,,,1,1.000,0.020,-0.020,0,2013
625.00000000,16.00000000,-16.00000000,0,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,0.84007,0.05034,-0.05034,0,267.00000,16.00000,-16.00000,0,,,,,2013
3.68992629,0.00000943,-0.00000943,0,19h26m29.38s,291.622410,+50d37m05.7s,50.618237,,,,,,,,,2.420,0.820,-0.250,0,2016
26.39435646,0.00006078,-0.00006078,0,19h17m35.93s,289.399721,+51d15m01.2s,51.250324,,,,,,,,,3.080,0.160,-0.160,0,2016
12.61190667,0.00000646,-0.00000646,0,19h16m26.93s,289.112222,+51d44m14.6s,51.737381,,,,,,,,,7.370,0.770,-0.500,0,2016
2.53918318,0.00000511,-0.00000511,0,19h25m45.60s,291.439982,+37d54m20.4s,37.905656,,,,,,,,,1.970,0.340,-0.170,0,2016
6.77030201,0.00000886,-0.00000886,0,19h23m28.92s,290.870517,+38d16m25.1s,38.273635,,,,,,,,,3.360,0.300,-0.300,0,2016
1.62552220,0.00000015,-0.00000015,0,19h35m29.26s,293.871930,+38d25m22.6s,38.422949,,,,,,,,,10.580,3.060,-1.190,0,2016
1.59474546,0.00000011,-0.00000011,0,19h00m51.31s,285.213807,+39d01m38.9s,39.027485,,,,,,,,,12.150,1.970,-1.010,0,2016
20.50586978,0.00002828,-0.00002828,0,19h17m15.71s,289.315452,+39d09m11.8s,39.153285,,,,,,,,,3.520,0.160,-0.200,0,2016
3.89593684,0.00000080,-0.00000080,0,19h38m37.26s,294.655242,+39d18m30.1s,39.308366,,,,,,,,,9.760,1.760,-0.970,0,2016
22.36656079,0.00009811,-0.00009811,0,19h38m50.55s,294.710624,+39d31m18.3s,39.521744,,,,,,,,,2.890,0.350,-0.230,0,2016
13.72234100,0.00003500,-0.00003600,0,19h33m02.63s,293.260938,+44d52m08.0s,44.868896,,,,,,,,,2.240,0.440,-0.290,0,2013
242.46130000,0.00590000,-0.00640000,0,19h33m02.63s,293.260938,+44d52m08.0s,44.868896,,,,,,,,,1.710,0.340,-0.230,0,2013
7.74809437,0.00000763,-0.00000763,0,19h37m57.58s,294.489906,+39d46m17.2s,39.771446,,,,,,,,,5.950,1.830,-0.750,0,2016
8.11437900,0.00001125,-0.00001125,0,19h15m14.88s,288.812003,+40d02m00.2s,40.033398,,,,,,,,,2.090,0.090,-0.090,0,2016
21.81293494,0.00007140,-0.00007140,0,19h39m06.44s,294.776840,+40d09m13.5s,40.153738,,,,,,,,,3.110,0.370,-0.230,0,2016
15.37563332,0.00001072,-0.00001072,0,18h53m00.85s,283.253557,+40d21m29.5s,40.358196,,,,,,,,,10.180,0.500,-0.770,0,2016
6.36584161,0.00000810,-0.00000810,0,19h24m35.88s,291.149507,+40d25m13.9s,40.420518,,,,,,,,,2.800,0.520,-0.220,0,2016
3.04033042,0.00000030,-0.00000030,0,19h57m15.86s,299.316097,+40d49m20.5s,40.822362,,,,,,,,,9.210,0.710,-0.560,0,2016
4.19042557,0.00000160,-0.00000160,0,19h33m59.19s,293.496610,+41d08m15.3s,41.137592,,,,,,,,,6.140,1.630,-0.700,0,2016
3.70987065,0.00000305,-0.00000305,0,18h55m27.45s,283.864390,+41d20m47.2s,41.346458,,,,,,,,,4.130,0.550,-0.310,0,2016
16.32976218,0.00003512,-0.00003512,0,19h14m02.40s,288.509997,+41d18m06.4s,41.301769,,,,,,,,,3.680,0.450,-0.450,0,2016
27.80756293,0.00000529,-0.00000529,0,19h47m33.17s,296.888201,+41d23m45.9s,41.396091,,,,,,,,,14.110,1.390,-1.210,0,2016
4.88548920,0.00000090,-0.00000090,0,19h14m19.56s,288.581516,+41d05m23.3s,41.089800,0.44100,0.04300,-0.04200,0,140.16303,13.66669,-13.34886,0,18.181,0.146,-0.146,0,2009
80.87206390,0.00017270,-0.00017270,0,19h08m37.03s,287.154300,+41d33m56.8s,41.565788,,,,,,,,,5.990,0.910,-0.500,0,2016
10.35533177,0.00002064,-0.00002064,0,19h15m58.60s,288.994182,+41d37m59.8s,41.633278,,,,,,,,,2.840,0.220,-0.450,0,2016
10.52629406,0.00000190,-0.00000190,0,19h35m30.75s,293.878112,+41d39m42.4s,41.661770,,,,,,,,,9.170,0.840,-0.580,0,2016
4.58352176,0.00000173,-0.00000173,0,19h56m44.85s,299.186861,+41d44m33.7s,41.742682,,,,,,,,,8.200,3.710,-1.390,0,2016
3.76182115,0.00001161,-0.00001161,0,18h53m15.93s,283.316391,+41d50m13.6s,41.837120,,,,,,,,,2.610,0.600,-0.430,0,2016
56.05605380,0.00024860,-0.00024860,0,19h18m02.04s,289.508502,+41d48m43.6s,41.812107,,,,,,,,,2.110,0.100,-0.080,0,2016
41.40831347,0.00000696,-0.00000696,0,19h27m02.50s,291.760406,+41d56m38.7s,41.944077,,,,,,,,,13.170,1.190,-0.880,0,2016
2.23749275,0.00000468,-0.00000468,0,19h20m01.82s,290.007570,+42d06m59.3s,42.116459,,,,,,,,,1.330,0.090,-0.100,0,2016
3.16789194,0.00000384,-0.00000384,0,19h35m15.95s,293.816466,+42d12m45.0s,42.212498,,,,,,,,,2.930,0.640,-0.280,0,2016
16.08524954,0.00002644,-0.00002644,0,19h28m25.25s,292.105207,+42d22m49.1s,42.380318,,,,,,,,,2.920,0.180,-0.190,0,2016
4.34728553,0.00000834,-0.00000834,0,19h27m51.40s,291.964161,+42d41m46.1s,42.696144,,,,,,,,,1.880,0.240,-0.150,0,2016
23.58914398,0.00006647,-0.00006647,0,19h49m50.40s,297.460015,+42d50m23.7s,42.839924,,,,,,,,,3.410,0.340,-0.630,0,2016
21.02247699,0.00004431,-0.00004431,0,19h39m38.34s,294.909734,+42d56m06.9s,42.935261,,,,,,,,,3.410,0.140,-0.110,0,2016
226.89047000,0.00109600,-0.00109600,0,19h39m38.34s,294.909734,+42d56m06.9s,42.935261,,,,,,,,,4.850,0.260,-0.410,0,2016
7.41114100,0.00001344,-0.00001344,0,19h42m36.36s,295.651502,+43d01m47.4s,43.029831,,,,,,,,,2.480,0.500,-0.290,0,2016
8.09888799,0.00000219,-0.00000219,0,18h50m47.89s,282.699531,+43d16m21.9s,43.272743,,,,,,,,,9.670,2.490,-1.010,0,2016
10.00652995,0.00001932,-0.00001932,0,18h54m31.38s,283.630767,+43d22m45.8s,43.379398,,,,,,,,,3.750,0.830,-0.500,0,2016
10.37168453,0.00001449,-0.00001449,0,19h21m34.37s,290.393214,+43d21m50.0s,43.363899,,,,,,,,,2.900,0.350,-0.170,0,2016
4.40840023,0.00001493,-0.00001493,0,19h31m51.73s,292.965535,+43d20m47.0s,43.346390,,,,,,,,,2.420,0.250,-0.350,0,2016
2.05234990,0.00000015,-0.00000015,0,19h58m14.85s,299.561877,+43d30m12.8s,43.503559,,,,,,,,,16.560,6.970,-3.120,0,2016
5.00731778,0.00000125,-0.00000125,0,19h42m08.67s,295.536136,+43d53m04.0s,43.884453,,,,,,,,,8.520,1.830,-0.900,0,2016
4.70832654,0.00000073,-0.00000073,0,19h54m32.56s,298.635649,+44d10m15.4s,44.170944,,,,,,,,,8.410,1.610,-0.800,0,2016
5.39202539,0.00000677,-0.00000677,0,18h57m43.32s,284.430506,+44d28m49.9s,44.480534,,,,,,,,,2.640,0.140,-0.140,0,2016
4.09357325,0.00000810,-0.00000810,0,19h21m03.19s,290.263285,+44d33m23.2s,44.556450,,,,,,,,,2.630,0.710,-0.290,0,2016
105.14474900,0.00167500,-0.00167500,0,19h21m03.19s,290.263285,+44d33m23.2s,44.556450,,,,,,,,,2.820,0.560,-0.330,0,2016
4.08227507,0.00000023,-0.00000023,0,18h59m19.31s,284.830468,+44d39m29.3s,44.658142,,,,,,,,,12.190,1.580,-0.790,0,2016
3.31494634,0.00000172,-0.00000172,0,19h33m49.16s,293.454838,+44d47m34.1s,44.792797,,,,,,,,,3.290,0.400,-0.230,0,2016
39.64317811,0.00001110,-0.00001110,0,18h55m54.60s,283.977492,+44d48m41.6s,44.811562,,,,,,,,,10.630,0.850,-0.590,0,2016
21.80451088,0.00004512,-0.00004512,0,19h26m52.15s,291.717311,+44d53m14.3s,44.887306,,,,,,,,,3.260,0.320,-0.350,0,2016
5.15448442,0.00000858,-0.00000858,0,19h39m23.26s,294.846908,+45d02m03.9s,45.034416,,,,,,,,,2.530,0.350,-0.310,0,2016
5.74347727,0.00000717,-0.00000717,0,19h24m22.17s,291.092356,+45d06m55.9s,45.115528,,,,,,,,,3.340,0.450,-0.260,0,2016
3.16635371,0.00000242,-0.00000242,0,19h05m26.43s,286.360112,+45d24m51.5s,45.414295,,,,,,,,,3.580,0.420,-0.250,0,2016
6.49168281,,,0,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,,,,0,,,,0,12.330,0.527,-0.560,0,2016
2.85188338,,,0,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,,,,0,,,,0,1.569,0.135,-0.135,0,2018
3.85560355,0.00000029,-0.00000029,0,19h45m34.36s,296.393174,+45d34m06.8s,45.568558,,,,,,,,,13.880,3.180,-1.520,0,2016
9.46781405,0.00000618,-0.00000618,0,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,,,,,,,,,2.180,0.120,-0.160,0,2016
0.89304124,0.00000046,-0.00000046,0,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,,,,,,,,,1.270,0.070,-0.100,0,2016
20.83424726,0.00005682,-0.00005682,0,19h32m04.39s,293.018285,+45d54m52.9s,45.914692,,,,,,,,,2.820,0.460,-0.190,0,2016
6.10485286,0.00000289,-0.00000289,0,19h48m10.95s,297.045638,+46d01m38.5s,46.027363,,,,,,,,,3.560,0.140,-0.130,0,2016
