# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar 10 21:44:44 2019
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_disc
OGLE-2014-BLG-0124L b,Microlensing,1,,,,,3.110000,0.490000,-0.490000,0,,,,,,,,,4100.00,590.00,-590.00,0,0.71,0.22,-0.22,0,,,,,2015
OGLE-2014-BLG-0676L b,Microlensing,1,,,,,4.400000,2.160000,-1.460000,0,,,,,,,,,2220.00,960.00,-830.00,0,0.62,0.20,-0.22,0,,,,,2016
OGLE-2014-BLG-1722L b,Microlensing,2,,,,0,1.900000,1.300000,-0.800000,0,,,,0,,,,0,6400.00,1280.00,-1870.00,0,0.40,0.36,-0.24,0,,,,0,2018
OGLE-2014-BLG-1722L c,Microlensing,2,,,,0,2.500000,2.200000,-1.100000,0,,,,0,,,,0,6400.00,1280.00,-1870.00,0,0.40,0.36,-0.24,0,,,,0,2018
OGLE-2014-BLG-1760L b,Microlensing,1,,,,,1.750000,0.340000,-0.330000,0,,,,,,,,,6860.00,1110.00,-1110.00,0,0.51,0.44,-0.28,0,,,,,2016
OGLE-2015-BLG-0051L b,Microlensing,1,,,,,0.730000,0.080000,-0.080000,0,,,,,,,,,8200.00,900.00,-900.00,0,0.10,0.09,-0.01,0,,,,,2016
OGLE-2015-BLG-0954L b,Microlensing,1,,,,0,1.600000,1.300000,-0.700000,0,,,,0,,,,0,600.00,400.00,-200.00,0,0.30,0.34,-0.14,0,,,,0,2016
OGLE-2015-BLG-0966L b,Microlensing,1,,,,,2.100000,,,0,,,,,,,,,2500.00,,,0,0.38,0.04,-0.04,0,,,,,2016
OGLE-2016-BLG-0263L b,Microlensing,1,,,,0,5.400000,1.100000,-1.600000,0,,,,0,,,,0,6500.00,1300.00,-1900.00,0,0.13,0.21,-0.08,0,,,,0,2017
OGLE-2016-BLG-0613L AB b,Microlensing,1,,,,0,6.400000,2.510000,-2.630000,0,,,,0,,,,0,3410.00,1340.00,-1420.00,0,0.72,0.55,-0.42,0,,,,0,2017
OGLE-2016-BLG-1190L b,Microlensing,1,1224.00000000,1896.00000000,-300.00000000,0,2.170000,1.870000,-0.380000,0,,,,0,,,,0,6770.00,80.00,-90.00,0,0.88,0.06,-0.05,0,,,,0,2017
OGLE-2016-BLG-1195L b,Microlensing,1,,,,,1.160000,0.160000,-0.130000,0,,,,,,,,,3910.00,420.00,-460.00,0,0.08,0.02,-0.01,0,,,,,2017
OGLE-2017-BLG-0173L b,Microlensing,1,,,,0,3.913000,1.615000,-1.649000,0,,,,0,,,,0,4705.00,1468.00,-1763.00,0,0.40,0.39,-0.23,0,,,,0,2018
OGLE-2017-BLG-0373L b,Microlensing,1,,,,0,2.424000,0.757000,-0.783000,0,,,,0,,,,0,5915.00,1123.00,-1478.00,0,0.25,0.27,-0.13,0,,,,0,2018
OGLE-2017-BLG-0482L b,Microlensing,1,,,,0,1.800000,0.600000,-0.700000,0,,,,0,,,,0,5800.00,1800.00,-2100.00,0,0.20,0.20,-0.10,0,,,,0,2018
OGLE-2017-BLG-1140L b,Microlensing,1,,,,0,1.020000,0.150000,-0.150000,0,,,,0,,,,0,,,,,0.21,0.03,-0.03,0,,,,0,2018
OGLE-2017-BLG-1434L b,Microlensing,1,,,,0,1.180000,0.100000,-0.100000,0,,,,0,,,,0,860.00,90.00,-90.00,0,0.23,0.03,-0.03,0,,,,0,2018
OGLE-2017-BLG-1522L b,Microlensing,1,,,,0,0.590000,0.120000,-0.110000,0,,,,0,,,,0,,,,,0.04,0.08,-0.02,0,,,,0,2018
OGLE-TR-056 b,Transit,1,1.21191890,,,0,0.023830,0.000460,-0.000510,0,,,,,1.363,0.092,-0.090,0,,,,,,,,,,,,,2002
OGLE-TR-10 b,Transit,1,3.10127800,,,0,0.043400,0.001300,-0.001500,0,,,,,1.250,0.140,-0.120,0,,,,,1.14,0.12,,0,1.17,0.13,,0,2004
OGLE-TR-111 b,Transit,1,4.01444630,0.00000100,-0.00000100,0,0.047300,0.001500,-0.001400,0,,,,,1.019,0.026,-0.026,0,,,,,0.85,0.06,,0,0.83,0.04,,0,2004
OGLE-TR-113 b,Transit,1,1.43247520,,,0,0.022890,0.000160,-0.000150,0,,,,,1.093,0.028,-0.019,0,600.00,,,0,0.78,0.02,,0,0.77,0.02,,0,2004
OGLE-TR-132 b,Transit,1,1.68986800,,,0,0.030350,0.000570,-0.000530,0,,,,,1.200,0.150,-0.110,0,2500.00,250.00,-250.00,0,1.30,0.07,-0.07,0,1.32,0.17,-0.12,0,2004
OGLE-TR-182 b,Transit,1,3.97910000,0.00001000,-0.00001000,0,0.051000,0.001000,-0.001000,0,0.000000,,,0,1.130,0.240,-0.080,0,2669.56,419.75,-419.75,0,1.14,0.05,,0,1.14,0.23,,0,2007
OGLE-TR-211 b,Transit,1,3.67724000,0.00003000,-0.00003000,0,0.051000,0.001000,-0.001000,0,0.000000,,,0,1.360,0.180,-0.090,0,1574.54,115.09,-115.09,0,1.33,0.05,,0,1.64,0.21,,0,2007
OGLE2-TR-L9 b,Transit,1,2.48553350,0.00000070,-0.00000070,0,0.030800,0.000500,-0.000500,0,,,,,1.610,0.040,-0.040,0,1704.36,83.34,-83.34,0,1.52,0.08,,0,1.53,0.04,,0,2008
Oph 11 b,Imaging,1,7300000.00000000,3650000.00000000,-3650000.00000000,0,243.000000,55.000000,-55.000000,0,,,,,,,,,125.00,25.00,-25.00,0,0.02,0.00,-0.01,0,,,,,2006
PDS 70 b,Imaging,1,43500.00000000,,,0,22.000000,,,0,,,,0,1.300,,,-1,113.43,0.52,-0.52,0,0.76,0.02,-0.02,0,1.26,0.15,-0.15,0,2018
PH1 b,Transit,1,138.31700000,0.04000000,-0.02700000,0,0.652000,0.012000,-0.012000,0,0.070200,0.002900,-0.003900,0,0.551,0.015,-0.015,0,1000.00,,,0,1.53,0.09,-0.09,0,1.73,0.04,-0.04,0,2012
PH2 b,Transit,1,282.52550000,0.00100000,-0.00100000,0,0.828000,0.009000,-0.009000,0,0.410000,0.080000,-0.290000,0,0.903,0.050,-0.050,0,346.00,13.44,-12.90,0,0.94,0.02,-0.02,0,1.00,0.05,-0.05,0,2013
POTS-1 b,Transit,1,3.16062960,0.00000157,-0.00000157,0,0.037340,0.000900,-0.000900,0,,,,,0.941,0.036,-0.047,0,1200.00,600.00,-600.00,0,0.69,0.05,-0.05,0,0.59,0.02,-0.03,0,2013
PSR B1257+12 b,Pulsar Timing,3,25.26200000,0.00300000,-0.00300000,0,0.190000,,,0,0.000000,,,0,,,,0,600.00,100.00,-100.00,0,1.40,,,0,,,,0,1994
PSR B1257+12 c,Pulsar Timing,3,66.54190000,0.00010000,-0.00010000,0,0.360000,,,0,0.018600,0.000200,-0.000200,0,,,,0,600.00,100.00,-100.00,0,1.40,,,0,,,,0,1992
PSR B1257+12 d,Pulsar Timing,3,98.21140000,0.00020000,-0.00020000,0,0.460000,,,0,,,,0,,,,0,600.00,100.00,-100.00,0,1.40,,,0,,,,0,1992
PSR B1620-26 b,Pulsar Timing,1,,,,,23.000000,,,0,,,,,,,,,,,,,1.35,,,0,,,,,2003
PSR J1719-1438 b,Pulsar Timing,1,0.09070629,0.00000000,0.00000000,0,0.004400,,,0,0.060000,,,1,,,,,1200.00,300.00,-300.00,0,1.40,,,0,0.04,,,0,2011
PSR J2322-2650 b,Pulsar Timing,1,0.32296400,0.00000001,-0.00000001,0,0.010200,,,0,0.001700,,,1,,,,0,230.00,90.00,-50.00,0,1.40,,,0,,,,0,2017
Pr0201 b,Radial Velocity,1,4.42640000,0.00700000,-0.00700000,0,0.060000,0.000000,0.000000,0,0.000000,,,0,,,,0,181.54,2.46,-2.46,0,1.24,0.39,-0.39,0,1.15,0.12,-0.12,0,2012
Pr0211 b,Radial Velocity,2,2.14610000,0.00003000,-0.00003000,0,0.031760,0.000150,-0.000150,0,0.011000,0.012000,-0.008000,0,,,,,183.68,1.06,-1.06,0,0.94,0.01,-0.01,0,0.83,0.01,-0.01,0,2012
Pr0211 c,Radial Velocity,2,4850.00000000,4560.00000000,-1750.00000000,0,5.500000,3.000000,-1.400000,0,0.710000,0.110000,-0.110000,0,,,,,183.68,1.06,-1.06,0,0.94,0.01,-0.01,0,0.83,0.01,-0.01,0,2016
Proxima Cen b,Radial Velocity,1,11.18600000,0.00100000,-0.00200000,0,0.048500,0.004100,-0.005100,0,0.350000,,,1,,,,,1.29,0.00,0.00,0,0.12,0.01,-0.01,0,0.14,0.02,-0.02,0,2016
Qatar-1 b,Transit,1,1.42002420,0.00000022,-0.00000022,0,0.023320,0.000400,-0.000400,0,0.000000,,,0,1.143,0.026,-0.025,0,186.61,0.80,-0.80,0,0.84,0.04,-0.04,0,0.80,0.02,-0.02,0,2010
Qatar-2 b,Transit,1,1.33711647,0.00000026,-0.00000026,0,0.021530,0.000200,-0.000200,0,0.000000,,,0,1.254,0.013,-0.013,0,182.32,1.21,-1.21,0,0.74,0.02,-0.02,0,0.78,0.01,-0.01,0,2011
Qatar-3 b,Transit,1,2.50792040,,,0,0.037830,0.000690,-0.000690,0,0.000000,,,0,1.096,0.140,-0.140,0,750.99,33.18,-33.18,0,1.15,0.06,-0.06,0,1.27,0.14,-0.14,0,2017
Qatar-4 b,Transit,1,1.80535640,,,0,0.028030,0.000480,-0.000480,0,0.000000,,,0,1.135,0.110,-0.110,0,332.17,2.90,-2.90,0,0.90,0.05,-0.05,0,0.85,0.06,-0.06,0,2017
Qatar-5 b,Transit,1,2.87923190,,,0,0.041270,0.000670,-0.000670,0,0.000000,,,0,1.107,0.064,-0.064,0,371.39,8.02,-8.02,0,1.13,0.06,-0.06,0,1.08,0.05,-0.05,0,2017
ROXs 12 b,Imaging,1,,,,,210.000000,20.000000,-20.000000,0,,,,,,,,,120.00,10.00,-10.00,0,0.87,0.08,-0.08,0,,,,,2013
ROXs 42 B b,Imaging,1,,,,,157.000000,,,0,,,,,,,,,135.00,,,0,1.00,,,0,,,,,2013
RR Cae b,Eclipse Timing Variations,1,4343.50000000,36.50000000,-36.50000000,0,5.300000,0.600000,-0.600000,0,0.000000,,,0,,,,,21.20,0.01,-0.01,0,0.44,,,0,,,,,2012
Ross 128 b,Radial Velocity,1,9.86580000,0.00700000,-0.00700000,0,0.049600,0.001700,-0.001700,0,0.116000,0.097000,-0.097000,0,,,,0,3.38,0.01,-0.01,0,0.17,0.02,-0.02,0,0.20,0.01,-0.01,0,2017
Ross 458 c,Imaging,1,,,,,1168.000000,,,0,,,,,1.220,,,0,11.51,0.02,-0.02,0,0.49,,,0,0.63,,,0,2010
SR 12 AB c,Imaging,1,,,,,,,,,,,,,,,,,112.32,5.41,-5.41,0,,,,,,,,,2010
SWEEPS-11 b,Transit,1,1.79600000,,,0,0.030000,,,0,,,,,1.130,0.210,-0.210,0,8500.00,,,0,1.10,,,0,1.45,,,0,2006
SWEEPS-4 b,Transit,1,4.20000000,,,0,0.055000,,,0,,,,,0.810,0.100,-0.100,0,8500.00,,,0,1.24,,,0,1.18,,,0,2006
TAP 26 b,Radial Velocity,1,10.79000000,0.14000000,-0.14000000,0,0.096800,0.003200,-0.003200,0,,,,,,,,,147.00,3.00,-3.00,0,1.04,0.10,-0.10,0,1.17,0.17,-0.17,0,2017
TCP J05074264+2447555 b,Microlensing,1,,,,0,0.500000,,,0,,,,0,,,,0,380.00,,,0,0.25,0.18,-0.18,0,,,,0,2018
TRAPPIST-1 b,Transit,7,1.51087081,0.00000060,-0.00000060,0,0.011110,0.000340,-0.000340,0,0.081000,,,1,0.097,0.003,-0.003,0,12.10,0.40,-0.40,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,2016
TRAPPIST-1 c,Transit,7,2.42182330,0.00000170,-0.00000170,0,0.015210,0.000470,-0.000470,0,0.083000,,,1,0.094,0.003,-0.003,0,12.10,0.40,-0.40,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,2016
TRAPPIST-1 d,Transit,7,4.04961000,0.00006300,-0.00006300,0,0.021440,0.000660,-0.000630,0,0.070000,,,1,0.069,0.003,-0.003,0,12.10,0.40,-0.40,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,2016
TRAPPIST-1 e,Transit,7,6.09961500,0.00001100,-0.00001100,0,0.028170,0.000830,-0.000870,0,0.085000,,,1,0.082,0.003,-0.003,0,12.10,0.40,-0.40,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,2017
TRAPPIST-1 f,Transit,7,9.20669000,0.00001500,-0.00001500,0,0.037100,0.001100,-0.001100,0,0.063000,,,1,0.093,0.003,-0.003,0,12.10,0.40,-0.40,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,2017
TRAPPIST-1 g,Transit,7,12.35294000,0.00012000,-0.00012000,0,0.045100,0.001400,-0.001400,0,0.061000,,,1,0.101,0.004,-0.004,0,12.10,0.40,-0.40,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,2017
TRAPPIST-1 h,Transit,7,18.76700000,0.00400000,-0.00300000,0,,,,,,,,,0.067,0.003,-0.003,0,12.10,0.40,-0.40,0,0.08,0.01,-0.01,0,0.12,0.00,0.00,0,2017
TYC 1422-614-1 b,Radial Velocity,2,198.40000000,0.42000000,-0.42000000,0,0.690000,0.030000,-0.030000,0,0.060000,0.060000,-0.020000,0,,,,,759.00,181.00,-181.00,0,1.15,0.18,-0.18,0,6.85,1.38,-1.38,0,2014
TYC 1422-614-1 c,Radial Velocity,2,559.30000000,1.20000000,-1.20000000,0,1.370000,0.060000,-0.060000,0,0.048000,0.020000,-0.014000,0,,,,,759.00,181.00,-181.00,0,1.15,0.18,-0.18,0,6.85,1.38,-1.38,0,2014
TYC 3318-01333-1 b,Radial Velocity,1,562.00000000,4.10000000,-4.00000000,0,1.414000,0.063000,-0.063000,0,0.098000,0.082000,-0.032000,0,,,,0,497.41,10.06,-10.06,0,1.19,0.14,-0.14,0,5.90,1.00,-1.00,0,2018
TYC 3667-1280-1 b,Radial Velocity,1,26.46800000,0.00500000,-0.00500000,0,0.210000,0.010000,-0.010000,0,0.036000,0.043000,-0.014000,0,,,,,481.00,37.00,-37.00,0,1.87,0.17,-0.17,0,6.26,0.86,-0.86,0,2016
TYC 4282-00605-1 b,Radial Velocity,1,101.54000000,0.05000000,-0.05000000,0,0.422000,0.009000,-0.009000,0,0.280000,0.010000,-0.010000,0,,,,,700.00,143.00,-143.00,0,0.97,0.03,-0.03,0,16.21,4.01,-4.01,0,2017
TrES-1 b,Transit,1,3.03007000,0.00000800,-0.00000800,0,,,,0,0.000000,,,0,1.130,0.060,-0.060,0,150.00,,,0,1.04,0.19,-0.19,0,0.85,0.05,-0.05,0,2004
TrES-2 b,Transit,1,2.47063000,0.00001000,-0.00001000,0,,,,0,0.000000,,,0,1.360,0.080,-0.080,0,213.00,11.00,-11.00,0,1.36,0.30,-0.30,0,1.12,0.07,-0.07,0,2006
TrES-3 b,Transit,1,1.30618581,,,0,0.022820,0.000230,-0.000400,0,0.000000,,,0,1.336,0.031,-0.037,0,228.00,12.00,-12.00,0,0.93,0.05,,0,0.83,0.02,,0,2007
TrES-4 b,Transit,1,3.55395000,0.00007500,-0.00007500,0,,,,0,0.000000,,,0,1.610,0.180,-0.180,0,492.00,39.00,-39.00,0,1.08,0.38,-0.38,0,1.66,0.19,-0.19,0,2007
TrES-5 b,Transit,1,1.48224686,0.00000614,-0.00000614,0,0.024590,0.000700,-0.000700,0,,,,,1.194,0.015,-0.015,0,360.00,11.00,-11.00,0,0.90,0.03,-0.03,0,0.87,0.01,-0.01,0,2011
UKIRT-2017-BLG-001L b,Microlensing,1,,,,0,4.180000,0.960000,-0.880000,0,,,,0,,,,0,6300.00,1600.00,-2100.00,0,0.81,0.21,-0.27,0,,,,0,2018
USco CTIO 108 b,Imaging,1,,,,,670.000000,,,0,,,,,,,,,144.29,5.02,-5.02,0,0.06,0.02,-0.02,0,,,,,2008
UZ For b,Eclipse Timing Variations,2,5840.00000000,1095.00000000,-1095.00000000,0,5.900000,1.400000,-1.400000,0,0.040000,0.050000,-0.050000,0,,,,,239.60,4.26,-4.26,0,0.70,,,0,,,,,2011
UZ For c,Eclipse Timing Variations,2,1916.25000000,91.25000000,-91.25000000,0,2.800000,0.500000,-0.500000,0,0.050000,0.050000,-0.050000,0,,,,,239.60,4.26,-4.26,0,0.70,,,0,,,,,2011
V0391 Peg b,Pulsation Timing Variations,1,1170.00000000,44.00000000,-44.00000000,0,1.700000,0.100000,-0.100000,0,0.000000,,,0,,,,,1400.00,180.00,-180.00,0,0.50,0.05,-0.05,0,0.23,0.03,-0.03,0,2007
V830 Tau b,Radial Velocity,1,4.92700000,0.00800000,-0.00800000,0,0.057000,0.001000,-0.001000,0,,,,,,,,,150.00,5.00,-5.00,0,1.00,0.05,-0.05,0,2.00,0.20,-0.20,0,2016
VHS J125601.92-125723.9 b,Imaging,1,,,,,102.000000,9.000000,-9.000000,0,,,,,,,,,12.70,1.00,-1.00,0,0.07,0.02,-0.01,0,,,,,2015
WASP-1 b,Transit,1,2.51994540,0.00000050,-0.00000050,0,0.038890,0.000530,-0.000730,0,0.000000,,,0,1.483,0.024,-0.034,0,408.00,27.00,-27.00,0,1.24,0.05,-0.07,0,1.47,0.02,-0.03,0,2007
WASP-10 b,Transit,1,3.09276160,0.00001120,-0.00001120,0,0.037810,0.000670,-0.000470,0,,,,,1.080,0.020,-0.020,0,90.00,20.00,-20.00,0,0.75,0.04,,0,0.70,0.01,,0,2008
WASP-100 b,Transit,1,2.84938000,0.00000800,-0.00000800,0,,,,0,0.000000,,,0,1.330,0.140,-0.140,0,368.28,2.77,-2.77,0,0.77,0.42,-0.42,0,1.57,0.16,-0.16,0,2014
WASP-101 b,Transit,1,3.58572000,0.00000400,-0.00000400,0,,,,0,0.000000,,,0,1.430,0.090,-0.090,0,202.39,1.15,-1.15,0,1.41,0.30,-0.30,0,1.31,0.08,-0.08,0,2014
WASP-103 b,Transit,1,0.92554200,0.00001900,-0.00001900,0,0.019850,0.000210,-0.000210,0,,,,,1.528,0.073,-0.047,0,470.00,35.00,-35.00,0,1.22,0.04,-0.04,0,1.44,0.05,-0.03,0,2014
WASP-104 b,Transit,1,1.75541370,0.00000180,-0.00000360,0,0.029180,0.000450,-0.000450,0,0.000000,,,0,1.137,0.037,-0.037,0,143.00,10.00,-10.00,0,1.08,0.05,-0.05,0,0.96,0.03,-0.03,0,2014
WASP-105 b,Transit,1,7.87288000,0.00001000,-0.00001000,0,0.075000,0.003000,-0.003000,0,0.000000,,,0,0.960,0.030,-0.030,0,252.52,13.71,-13.71,0,0.89,0.09,-0.09,0,0.90,0.03,-0.03,0,2017
WASP-106 b,Transit,1,9.28971000,0.00001000,-0.00001000,0,,,,0,0.000000,,,0,1.020,0.300,-0.300,0,283.00,21.00,-21.00,0,0.93,0.80,-0.80,0,1.31,0.38,-0.38,0,2014
WASP-107 b,Transit,1,5.72149000,0.00000200,-0.00000200,0,0.055000,0.001000,-0.001000,0,0.000000,,,0,0.940,0.020,-0.020,0,64.86,0.26,-0.26,0,0.69,0.05,-0.05,0,0.66,0.02,-0.02,0,2017
WASP-11 b,Transit,1,3.72247000,0.00000700,-0.00000700,0,,,,0,0.000000,,,0,1.110,0.100,-0.100,0,121.70,4.20,-4.20,0,1.42,0.43,-0.43,0,0.89,0.08,-0.08,0,2008
WASP-113 b,Transit,1,4.54216875,0.00000420,-0.00000420,0,0.058850,0.000100,-0.000100,0,0.000000,,,0,1.409,0.096,-0.140,0,360.00,70.00,-70.00,0,1.32,0.07,-0.07,0,1.61,0.09,-0.12,0,2016
WASP-114 b,Transit,1,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,0.012000,0.022000,-0.009000,0,1.339,0.064,-0.064,0,460.00,80.00,-80.00,0,1.29,0.05,-0.05,0,1.43,0.06,-0.06,0,2016
WASP-117 b,Transit,1,10.02165000,0.00055000,-0.00055000,0,,,,0,0.300000,0.020000,-0.020000,0,1.060,0.070,-0.070,0,158.69,0.64,-0.64,0,1.29,0.30,-0.30,0,1.22,0.06,-0.06,0,2014
WASP-118 b,Transit,1,4.04604350,0.00000440,-0.00000440,0,0.054530,0.000480,-0.000480,0,0.000000,,,0,1.440,0.036,-0.036,0,380.53,11.02,-11.02,0,1.32,0.04,-0.04,0,1.70,0.03,-0.03,0,2016
WASP-119 b,Transit,1,2.49979000,0.00001000,-0.00001000,0,0.036300,0.000700,-0.000700,0,0.058000,,,1,1.400,0.200,-0.200,0,333.00,29.00,-29.00,0,1.02,0.06,-0.06,0,1.20,0.10,-0.10,0,2016
WASP-12 b,Transit,1,1.09142245,0.00000033,-0.00000033,0,,,,0,0.050000,0.010000,-0.010000,0,1.820,0.210,-0.210,0,432.48,6.09,-6.09,0,1.20,0.45,-0.45,0,1.59,0.18,-0.18,0,2008
WASP-120 b,Transit,1,3.61127060,0.00000430,-0.00000430,0,0.051400,0.000700,-0.000700,0,0.057000,0.022000,-0.018000,0,1.473,0.096,-0.096,0,437.00,21.00,-21.00,0,1.39,0.06,-0.06,0,1.87,0.11,-0.11,0,2016
WASP-121 b,Transit,1,1.27492550,0.00000020,-0.00000025,0,0.025440,0.000490,-0.000500,0,0.000000,,,0,1.865,0.044,-0.044,0,270.00,90.00,-90.00,0,1.35,0.08,-0.08,0,1.46,0.03,-0.03,0,2016
WASP-123 b,Transit,1,2.97764120,0.00000230,-0.00000230,0,0.042630,0.000740,-0.000740,0,0.000000,,,0,1.318,0.065,-0.065,0,214.00,11.00,-11.00,0,1.17,0.06,-0.06,0,1.28,0.05,-0.05,0,2016
WASP-124 b,Transit,1,3.37265000,0.00000100,-0.00000100,0,0.044900,0.000700,-0.000700,0,0.017000,,,1,1.240,0.030,-0.030,0,433.00,11.00,-11.00,0,1.07,0.05,-0.05,0,1.02,0.02,-0.02,0,2016
WASP-126 b,Transit,1,3.28880000,0.00001000,-0.00001000,0,0.044900,0.000800,-0.000800,0,0.180000,,,1,0.960,0.100,-0.050,0,234.00,15.00,-15.00,0,1.12,0.06,-0.06,0,1.27,0.10,-0.05,0,2016
WASP-127 b,Transit,1,4.17806200,0.00000200,-0.00000200,0,0.052000,0.000500,-0.000500,0,,,,,1.370,0.040,-0.040,0,102.00,12.00,-12.00,0,1.08,0.03,-0.03,0,1.39,0.03,-0.03,0,2016
WASP-129 b,Transit,1,5.74814500,0.00000400,-0.00000400,0,0.062800,0.000700,-0.000700,0,0.096000,,,1,0.930,0.030,-0.030,0,246.00,7.00,-7.00,0,1.00,0.03,-0.03,0,0.90,0.02,-0.02,0,2016
WASP-13 b,Transit,1,4.35301000,0.00000300,-0.00000300,0,,,,0,0.000000,,,0,1.220,0.140,-0.140,0,155.00,18.00,-18.00,0,0.72,0.25,-0.25,0,1.37,0.15,-0.15,0,2009
WASP-130 b,Transit,1,11.55098000,0.00001000,-0.00001000,0,0.101200,0.001400,-0.001400,0,0.000000,,,0,0.890,0.030,-0.030,0,180.00,30.00,-30.00,0,1.04,0.04,-0.04,0,0.96,0.03,-0.03,0,2016
WASP-131 b,Transit,1,5.32202300,0.00000500,-0.00000500,0,0.060700,0.000900,-0.000900,0,0.000000,,,0,1.220,0.050,-0.050,0,250.00,50.00,-50.00,0,1.06,0.06,-0.06,0,1.53,0.05,-0.05,0,2016
WASP-132 b,Transit,1,7.13352100,0.00000900,-0.00000900,0,0.067000,0.001000,-0.001000,0,0.000000,,,0,0.870,0.030,-0.030,0,120.00,20.00,-20.00,0,0.80,0.04,-0.04,0,0.74,0.02,-0.02,0,2016
WASP-133 b,Transit,1,2.17642300,0.00000100,-0.00000100,0,0.034500,0.000700,-0.000700,0,0.170000,,,1,1.210,0.050,-0.050,0,547.00,21.00,-21.00,0,1.16,0.08,-0.08,0,1.44,0.05,-0.05,0,2016
WASP-135 b,Transit,1,1.40137940,0.00000080,-0.00000080,0,0.024300,0.000500,-0.000500,0,0.000000,,,0,1.300,0.090,-0.090,0,300.00,45.00,-45.00,0,0.98,0.06,-0.06,0,0.96,0.05,-0.05,0,2015
WASP-136 b,Transit,1,5.21535700,0.00000600,-0.00000600,0,0.066100,0.001200,-0.001200,0,,,,,1.380,0.160,-0.160,0,164.00,18.00,-18.00,0,1.41,0.07,-0.07,0,2.21,0.22,-0.22,0,2016
WASP-138 b,Transit,1,3.63443300,0.00000500,-0.00000500,0,0.049400,0.000700,-0.000700,0,,,,,1.090,0.050,-0.050,0,308.00,51.00,-51.00,0,1.22,0.05,-0.05,0,1.36,0.05,-0.05,0,2016
WASP-139 b,Transit,1,5.92426200,0.00000400,-0.00000400,0,0.062000,0.002000,-0.002000,0,0.000000,,,0,0.800,0.050,-0.050,0,230.00,40.00,-40.00,0,0.92,0.10,-0.10,0,0.80,0.04,-0.04,0,2016
WASP-14 b,Transit,1,2.24375000,0.00001000,-0.00001000,0,,,,0,0.090000,0.000000,0.000000,0,1.380,0.080,-0.080,0,160.00,20.00,-20.00,0,1.62,0.39,-0.39,0,1.40,0.08,-0.08,0,2008
WASP-140 b,Transit,1,2.23598350,0.00000080,-0.00000080,0,0.032300,0.000500,-0.000500,0,0.047000,0.003500,-0.003500,0,1.440,0.420,-0.180,0,180.00,30.00,-30.00,0,0.90,0.04,-0.04,0,0.87,0.04,-0.04,0,2016
